time(sec),amplitude
6.000000000000000000e+03,-2.272104618386606489e+00
6.120000000000000000e+03,-1.206994795893761019e+00
6.240000000000000000e+03,2.152053751773766788e+00
6.360000000000000000e+03,-3.015524560056914716e+00
6.480000000000000000e+03,-5.198005316665804898e+00
6.600000000000000000e+03,3.245417594993286414e+00
6.720000000000000000e+03,-3.271155973327589894e+00
6.840000000000000000e+03,6.365185962355862870e+00
6.960000000000000000e+03,8.646331966474701813e-02
7.080000000000000000e+03,-2.986773586822391580e-01
7.200000000000000000e+03,-2.789447875029927304e-01
7.320000000000000000e+03,2.227397441216239393e+00
7.440000000000000000e+03,-1.581939976967842387e+00
7.560000000000000000e+03,-1.113705689546069522e+00
7.680000000000000000e+03,5.832048358063178783e-01
7.800000000000000000e+03,2.755430237680607242e+00
7.920000000000000000e+03,1.931960194207656079e+00
8.040000000000000000e+03,1.746704535005331183e+00
8.160000000000000000e+03,-4.999571748893437473e+00
8.280000000000000000e+03,9.478211279190330574e-01
8.400000000000000000e+03,2.311736636115512000e-02
8.520000000000000000e+03,4.417761405853344314e+00
8.640000000000000000e+03,-2.960006951180814472e+00
8.760000000000000000e+03,-5.525564037917474636e+00
8.880000000000000000e+03,-9.795012921418863039e-01
9.000000000000000000e+03,-7.375903189335184518e-01
9.120000000000000000e+03,-5.109525480767013184e-01
9.240000000000000000e+03,2.804929832678573209e-01
9.360000000000000000e+03,-5.296129129586495843e+00
9.480000000000000000e+03,-1.970421984376803159e+00
9.600000000000000000e+03,-4.367992297637903754e+00
9.720000000000000000e+03,5.150427006652087414e+00
9.840000000000000000e+03,1.423827397913859150e+00
9.960000000000000000e+03,-8.242987338986328183e+00
1.008000000000000000e+04,-8.146796474435178403e-01
1.020000000000000000e+04,1.773032178348328713e+00
1.032000000000000000e+04,-3.357749522940817188e-01
1.044000000000000000e+04,-1.255442061263438491e+00
1.056000000000000000e+04,2.214919934618006181e+00
1.068000000000000000e+04,-3.648350867746081416e+00
1.080000000000000000e+04,4.141769450653697504e+00
1.092000000000000000e+04,1.380861832245433130e+00
1.104000000000000000e+04,5.045744783270047051e+00
1.116000000000000000e+04,-4.638974904460887450e-01
1.128000000000000000e+04,-3.166834959129015914e+00
1.140000000000000000e+04,-2.271573655248046553e+00
1.152000000000000000e+04,-2.106383780306720244e+00
1.164000000000000000e+04,-2.122997008567981680e+00
1.176000000000000000e+04,-2.143567362067348547e+00
1.188000000000000000e+04,-2.688005139030066548e+00
1.200000000000000000e+04,-4.244796516649928186e+00
1.212000000000000000e+04,-1.697535364760198173e-01
1.224000000000000000e+04,-5.042698753257917055e+00
1.236000000000000000e+04,-2.419893172252054026e+00
1.248000000000000000e+04,-2.050396350761134912e+00
1.260000000000000000e+04,-5.643935182242780790e-01
1.272000000000000000e+04,-1.670592540181196295e+00
1.284000000000000000e+04,-2.493750917811195844e+00
1.296000000000000000e+04,-9.571764842801645523e-01
1.308000000000000000e+04,3.267798233707958300e+00
1.320000000000000000e+04,-7.351073691354682582e-01
1.332000000000000000e+04,1.147043291632620088e+00
1.344000000000000000e+04,1.731567169374992998e+00
1.356000000000000000e+04,-5.253916751846826605e-01
1.368000000000000000e+04,-1.160851315334542111e+00
1.380000000000000000e+04,-5.330079688591861098e-01
1.392000000000000000e+04,8.796287041086610081e-01
1.404000000000000000e+04,3.447106895231754620e-01
1.416000000000000000e+04,1.380024180119082677e+00
1.428000000000000000e+04,4.477079840690898926e+00
1.440000000000000000e+04,-5.478559958030416510e+00
1.452000000000000000e+04,-1.362310438366330034e+00
1.464000000000000000e+04,2.298971000905618123e+00
1.476000000000000000e+04,-4.587675383003276153e+00
1.488000000000000000e+04,1.544969140738197688e-01
1.500000000000000000e+04,-4.835763972453436033e+00
1.512000000000000000e+04,4.659401170824470917e+00
1.524000000000000000e+04,9.655087356776148599e-02
1.536000000000000000e+04,-5.720163954742132795e+00
1.548000000000000000e+04,2.422927396917242238e+00
1.560000000000000000e+04,-3.542565590617359206e+00
1.572000000000000000e+04,5.130753001196381113e+00
1.584000000000000000e+04,-2.046685742504701366e+00
1.596000000000000000e+04,1.961331454494702253e+00
1.608000000000000000e+04,-2.707513163564352343e-01
1.620000000000000000e+04,5.158206227923702869e+00
1.632000000000000000e+04,6.302364232060865490e+00
1.644000000000000000e+04,-1.180956020288368435e+00
1.656000000000000000e+04,8.939789300686982187e-01
1.668000000000000000e+04,-1.400025296646883355e+00
1.680000000000000000e+04,2.605830639598433862e+00
1.692000000000000000e+04,8.014043473564457232e-01
1.704000000000000000e+04,-7.257536499722898604e-01
1.716000000000000000e+04,-7.640577383168652981e-01
1.728000000000000000e+04,-1.621569086345180155e+00
1.740000000000000000e+04,1.485273667620011118e+00
1.752000000000000000e+04,5.212389037989059837e+00
1.764000000000000000e+04,4.448018840589802458e+00
1.776000000000000000e+04,-1.344768332491815266e-01
1.788000000000000000e+04,2.337709554001342838e+00
1.800000000000000000e+04,3.092040259643696221e+00
1.812000000000000000e+04,1.682812723998218019e+00
1.824000000000000000e+04,6.409410227925207870e+00
1.836000000000000000e+04,-3.640841679627132343e+00
1.848000000000000000e+04,2.148954670088742080e+00
1.860000000000000000e+04,3.190345652566963341e+00
1.872000000000000000e+04,2.761649598564764663e+00
1.884000000000000000e+04,9.230135294763025522e-01
1.896000000000000000e+04,7.062524306981120548e-01
1.908000000000000000e+04,1.061815226600218570e-01
1.920000000000000000e+04,-8.026478927381324180e-01
1.932000000000000000e+04,-2.004698689418284441e-01
1.944000000000000000e+04,-1.892299922471677220e+00
1.956000000000000000e+04,2.008894209041962586e+00
1.968000000000000000e+04,-1.131444149226463969e+00
1.980000000000000000e+04,-9.963028022255525640e-01
1.992000000000000000e+04,-4.771370882977740702e-01
2.004000000000000000e+04,1.557683958101341970e+00
2.016000000000000000e+04,2.135453804496202368e-01
2.028000000000000000e+04,-9.778658261270813945e-01
2.040000000000000000e+04,-5.148843233354014615e+00
2.052000000000000000e+04,-1.344189824051281734e+00
2.064000000000000000e+04,-7.970547004119287182e-01
2.076000000000000000e+04,1.034876025042305692e+00
2.088000000000000000e+04,1.669141575641368003e-01
2.100000000000000000e+04,7.600862573528754940e-01
2.112000000000000000e+04,5.915729798437095788e+00
2.124000000000000000e+04,3.049778535257465339e+00
2.136000000000000000e+04,2.368923750122849725e+00
2.148000000000000000e+04,-1.835020438433530021e-01
2.160000000000000000e+04,-2.188499233553344858e+00
2.172000000000000000e+04,8.807454679128862152e-02
2.184000000000000000e+04,5.191444837791469702e+00
2.196000000000000000e+04,-2.987256276722924930e+00
2.208000000000000000e+04,1.317941680422641149e+00
2.220000000000000000e+04,5.814394470204752530e+00
2.232000000000000000e+04,-2.459182990008597969e+00
2.244000000000000000e+04,-5.034040414078456704e-01
2.256000000000000000e+04,-6.848689794115908613e-01
2.268000000000000000e+04,-3.075998448501973126e+00
2.280000000000000000e+04,-5.739686034725773212e+00
2.292000000000000000e+04,4.433273810161060258e-01
2.304000000000000000e+04,1.262618057740647171e+00
2.316000000000000000e+04,-5.155492477302060506e-01
2.328000000000000000e+04,-6.625488505142138607e-01
2.340000000000000000e+04,-3.084691841339168850e-01
2.352000000000000000e+04,-1.549089747518306970e+00
2.364000000000000000e+04,-1.769619256693743869e+00
2.376000000000000000e+04,-8.993908888833557214e-01
2.388000000000000000e+04,5.315959998904635775e+00
2.400000000000000000e+04,4.491830119137603994e+00
2.412000000000000000e+04,7.561586155773676321e-01
2.424000000000000000e+04,3.564069692651611110e+00
2.436000000000000000e+04,-5.101123108034559372e+00
2.448000000000000000e+04,-4.100203497377377104e+00
2.460000000000000000e+04,6.734873407718062754e-01
2.472000000000000000e+04,-1.064373476881164571e+00
2.484000000000000000e+04,3.569644622365381714e+00
2.496000000000000000e+04,-1.669741489746203733e-01
2.508000000000000000e+04,2.970959097065996035e-01
2.520000000000000000e+04,-5.217097385692877509e+00
2.532000000000000000e+04,-1.135602702381607099e+00
2.544000000000000000e+04,1.241090740635782952e+00
2.556000000000000000e+04,6.995069128731130625e+00
2.568000000000000000e+04,-8.526677250113717799e-01
2.580000000000000000e+04,-1.237179554556027350e+00
2.592000000000000000e+04,-2.683849509066210448e+00
2.604000000000000000e+04,2.750610029984532634e+00
2.616000000000000000e+04,-4.161066271155473117e+00
2.628000000000000000e+04,6.218453396326839577e-01
2.640000000000000000e+04,-2.591088024983152494e-01
2.652000000000000000e+04,-2.682788691928303049e+00
2.664000000000000000e+04,2.725755299002623921e+00
2.676000000000000000e+04,-2.626058932195635354e+00
2.688000000000000000e+04,-2.702316080404651988e+00
2.700000000000000000e+04,-2.195506286962872977e+00
2.712000000000000000e+04,-2.102659943605523996e+00
2.724000000000000000e+04,-8.624566874089297785e-01
2.736000000000000000e+04,3.379920096348393965e+00
2.748000000000000000e+04,9.735287681406531446e-01
2.760000000000000000e+04,3.477460762335106370e+00
2.772000000000000000e+04,-1.034157135415557649e+00
2.784000000000000000e+04,1.747313248952691023e+00
2.796000000000000000e+04,1.665658465660284193e+00
2.808000000000000000e+04,2.596218224102459171e+00
2.820000000000000000e+04,4.440841747188584598e+00
2.832000000000000000e+04,3.280562766609897096e+00
2.844000000000000000e+04,4.001843914221282494e-01
2.856000000000000000e+04,2.336382590236808277e+00
2.868000000000000000e+04,7.521204318520808840e-01
2.880000000000000000e+04,-4.911082563238093002e+00
2.892000000000000000e+04,2.795565489319937202e-01
2.904000000000000000e+04,-3.172603650797664709e+00
2.916000000000000000e+04,-4.873783881088836090e+00
2.928000000000000000e+04,1.511767125213179908e+00
2.940000000000000000e+04,-3.425033934961120297e-01
2.952000000000000000e+04,2.113102330621031144e-01
2.964000000000000000e+04,-7.692159736638212841e+00
2.976000000000000000e+04,-3.405625064714752348e-01
2.988000000000000000e+04,2.938925693038157760e+00
3.000000000000000000e+04,2.936075408878707105e+00
3.012000000000000000e+04,-2.821627294725340906e+00
3.024000000000000000e+04,-3.247406316707716623e-01
3.036000000000000000e+04,-3.346108713048833838e+00
3.048000000000000000e+04,-8.759471522238559515e+00
3.060000000000000000e+04,3.572025421058107497e+00
3.072000000000000000e+04,1.663587446979112039e-01
3.084000000000000000e+04,-5.235705842800356891e+00
3.096000000000000000e+04,-1.211375255874608259e-02
3.108000000000000000e+04,-3.822593246832496572e+00
3.120000000000000000e+04,2.831741350493795828e+00
3.132000000000000000e+04,1.025062705465895618e+00
3.144000000000000000e+04,1.460291186326946544e+00
3.156000000000000000e+04,6.545618564392713390e-01
3.168000000000000000e+04,-4.718476206093708214e+00
3.180000000000000000e+04,3.737445852224655862e+00
3.192000000000000000e+04,-2.473272889063911628e-01
3.204000000000000000e+04,3.762566602609632938e+00
3.216000000000000000e+04,-1.628897377365762678e+00
3.228000000000000000e+04,3.601669493317071424e+00
3.240000000000000000e+04,-4.563615265919338526e+00
3.252000000000000000e+04,-7.377807891041636701e+00
3.264000000000000000e+04,-1.819425210841854046e+00
3.276000000000000000e+04,-2.753174969666483118e-02
3.288000000000000000e+04,-7.370688239061153890e-01
3.300000000000000000e+04,-3.824642389455408242e-01
3.312000000000000000e+04,-8.462085030467805247e-01
3.324000000000000000e+04,-7.339221901813635096e-01
3.336000000000000000e+04,5.977253718736550425e-01
3.348000000000000000e+04,-3.566718995138212112e+00
3.360000000000000000e+04,1.322373258727912226e+00
3.372000000000000000e+04,5.107708617304261622e+00
3.384000000000000000e+04,3.307408649821866664e+00
3.396000000000000000e+04,-1.668463032471842467e-01
3.408000000000000000e+04,-2.952038499438570107e-01
3.420000000000000000e+04,6.079963911759525885e+00
3.432000000000000000e+04,2.973665538081923465e+00
3.444000000000000000e+04,-2.053072125088782340e-01
3.456000000000000000e+04,-3.946410379006423774e+00
3.468000000000000000e+04,3.577989972011525133e+00
3.480000000000000000e+04,1.575276299096621369e+00
3.492000000000000000e+04,9.859183034233718335e-01
3.504000000000000000e+04,9.574626618375704501e-01
3.516000000000000000e+04,-1.503884543849952404e+00
3.528000000000000000e+04,2.517429818483126525e+00
3.540000000000000000e+04,7.798479331849347274e-01
3.552000000000000000e+04,-1.757441562918443001e+00
3.564000000000000000e+04,-1.950692459257343803e+00
3.576000000000000000e+04,5.119139201039754283e+00
3.588000000000000000e+04,-2.623319075849682047e+00
3.600000000000000000e+04,-4.911417850718338141e-01
3.612000000000000000e+04,1.041426249852074548e+00
3.624000000000000000e+04,4.451785480365227698e+00
3.636000000000000000e+04,1.962431231014041266e+00
3.648000000000000000e+04,-2.831546401988474515e-01
3.660000000000000000e+04,-4.812456250334009589e+00
3.672000000000000000e+04,-4.102695151239259985e+00
3.684000000000000000e+04,1.848042890746828038e+00
3.696000000000000000e+04,-1.844580204724225458e+00
3.708000000000000000e+04,-2.269512386155971839e+00
3.720000000000000000e+04,-8.700562341837863034e-01
3.732000000000000000e+04,-2.299282855807329273e+00
3.744000000000000000e+04,1.359062234012030190e+00
3.756000000000000000e+04,5.724014477056810435e+00
3.768000000000000000e+04,-8.861514422916489941e-01
3.780000000000000000e+04,5.050158024994255701e-03
3.792000000000000000e+04,4.843444808599303819e+00
3.804000000000000000e+04,1.948267725127077021e+00
3.816000000000000000e+04,-1.462298620455067866e+00
3.828000000000000000e+04,-4.199026477066968965e+00
3.840000000000000000e+04,1.801501428411310224e+00
3.852000000000000000e+04,-1.869880083631214385e+00
3.864000000000000000e+04,1.512058901241748243e+00
3.876000000000000000e+04,2.810979817703005423e+00
3.888000000000000000e+04,-2.052916594139343243e+00
3.900000000000000000e+04,-1.719940174437522895e+00
3.912000000000000000e+04,6.015099961395380390e+00
3.924000000000000000e+04,-3.909282665152163272e+00
3.936000000000000000e+04,7.544128481041876277e-01
3.948000000000000000e+04,2.614693329094023966e+00
3.960000000000000000e+04,-6.484652383931440722e-01
3.972000000000000000e+04,1.905151871927183826e+00
3.984000000000000000e+04,2.243156450581454298e+00
3.996000000000000000e+04,-4.382667254403908252e+00
4.008000000000000000e+04,4.807825732945441466e+00
4.020000000000000000e+04,1.499717857738813720e+00
4.032000000000000000e+04,-1.118002561284754615e+00
4.044000000000000000e+04,-1.426573081876127524e+00
4.056000000000000000e+04,-2.203296706352072309e+00
4.068000000000000000e+04,2.530021246176878957e+00
4.080000000000000000e+04,5.931006089622201660e-01
4.092000000000000000e+04,-1.810184810057135829e+00
4.104000000000000000e+04,-3.902753702342771192e+00
4.116000000000000000e+04,9.286682095801825909e-01
4.128000000000000000e+04,2.757896459184950189e+00
4.140000000000000000e+04,3.737473312848707874e+00
4.152000000000000000e+04,-7.416881065730264178e-01
4.164000000000000000e+04,2.286400703585557692e-01
4.176000000000000000e+04,2.249715086875960779e+00
4.188000000000000000e+04,4.967305005136056550e+00
4.200000000000000000e+04,-7.939770819164566618e-01
4.212000000000000000e+04,1.850160574023112403e+00
4.224000000000000000e+04,-8.863740532202912803e-01
4.236000000000000000e+04,-3.953588236334893313e+00
4.248000000000000000e+04,-4.497045592637541667e+00
4.260000000000000000e+04,3.610041941604558602e+00
4.272000000000000000e+04,-1.071949874354959142e+00
4.284000000000000000e+04,3.485404914840424806e-01
4.296000000000000000e+04,-1.563981305021384660e-01
4.308000000000000000e+04,4.466759982065117818e+00
4.320000000000000000e+04,6.970468972204118430e+00
4.332000000000000000e+04,-1.436570044705284932e+00
4.344000000000000000e+04,-1.132078935403684206e-01
4.356000000000000000e+04,4.275139425385702019e+00
4.368000000000000000e+04,-1.629822304668921973e+00
4.380000000000000000e+04,-3.117892450316138042e+00
4.392000000000000000e+04,-2.100460860431264010e+00
4.404000000000000000e+04,-3.315306245314547651e-01
4.416000000000000000e+04,-2.582868772987946038e+00
4.428000000000000000e+04,-1.521163949478334221e+00
4.440000000000000000e+04,2.165842666820017470e+00
4.452000000000000000e+04,2.503040792485211607e+00
4.464000000000000000e+04,-2.764177277720579529e+00
4.476000000000000000e+04,1.532530272117707426e+00
4.488000000000000000e+04,-1.682486644856365787e+00
4.500000000000000000e+04,5.320556874279894544e+00
4.512000000000000000e+04,-1.908549768888115006e+00
4.524000000000000000e+04,-4.862089953369230222e-01
4.536000000000000000e+04,-3.454138309911277016e+00
4.548000000000000000e+04,-2.892293914892350992e-01
4.560000000000000000e+04,3.989849516871031287e+00
4.572000000000000000e+04,4.582140916823409960e+00
4.584000000000000000e+04,-2.274274194062389842e+00
4.596000000000000000e+04,3.053133359588897200e+00
4.608000000000000000e+04,1.481259000915732482e+00
4.620000000000000000e+04,3.014593960825453500e+00
4.632000000000000000e+04,5.554908696434232240e+00
4.644000000000000000e+04,3.175958415700343096e+00
4.656000000000000000e+04,2.041854586135889438e+00
4.668000000000000000e+04,-2.090893021868940771e+00
4.680000000000000000e+04,1.248937029617927408e+00
4.692000000000000000e+04,-1.224396850684187354e+00
4.704000000000000000e+04,4.684793167169241102e+00
4.716000000000000000e+04,7.116283885205598736e-01
4.728000000000000000e+04,2.266672045148807602e-01
4.740000000000000000e+04,-1.541644935874475486e+00
4.752000000000000000e+04,-4.032018465659318984e+00
4.764000000000000000e+04,2.634036811334752315e+00
4.776000000000000000e+04,4.564560398738661817e+00
4.788000000000000000e+04,1.245405567670419544e-01
4.800000000000000000e+04,2.825669394095722708e+00
4.812000000000000000e+04,4.180701877925523391e+00
4.824000000000000000e+04,-1.315571099982545400e+00
4.836000000000000000e+04,3.364177468719550923e+00
4.848000000000000000e+04,1.085556611924378245e+00
4.860000000000000000e+04,-1.513886193103175071e+00
4.872000000000000000e+04,1.198651682458856116e-01
4.884000000000000000e+04,6.920676986880099690e+00
4.896000000000000000e+04,-2.932975241685138013e+00
4.908000000000000000e+04,-1.242191281486652477e+00
4.920000000000000000e+04,5.139147328983648677e+00
4.932000000000000000e+04,-2.000798397570180409e+00
4.944000000000000000e+04,9.334513658067471464e-01
4.956000000000000000e+04,2.133204014271527504e-01
4.968000000000000000e+04,8.106619029323635095e-01
4.980000000000000000e+04,2.950522853917309174e+00
4.992000000000000000e+04,2.743216531406244219e+00
5.004000000000000000e+04,-3.953657777215199065e+00
5.016000000000000000e+04,-9.837834172716641845e-01
5.028000000000000000e+04,1.540119788899618536e+00
5.040000000000000000e+04,2.699470979490568023e+00
5.052000000000000000e+04,-3.938995432376667161e+00
5.064000000000000000e+04,3.185549957231779139e-01
5.076000000000000000e+04,-2.336197826875095362e+00
5.088000000000000000e+04,-1.218906972016646106e+00
5.100000000000000000e+04,-6.114508647264382812e-01
5.112000000000000000e+04,7.145003913357357739e+00
5.124000000000000000e+04,4.601056541897475149e+00
5.136000000000000000e+04,-5.015427021243143102e+00
5.148000000000000000e+04,9.692423627684497722e-01
5.160000000000000000e+04,3.954995456804515364e+00
5.172000000000000000e+04,-9.713855173207680549e-02
5.184000000000000000e+04,2.952717341806057494e+00
5.196000000000000000e+04,-1.141825497841906234e+00
5.208000000000000000e+04,-1.247707528066527738e+00
5.220000000000000000e+04,-4.594682475762892349e-01
5.232000000000000000e+04,1.193147223770576471e+00
5.244000000000000000e+04,9.770136926182109161e-01
5.256000000000000000e+04,5.347104201513586119e+00
5.268000000000000000e+04,1.980637752340983937e+00
5.280000000000000000e+04,-3.537099282100810260e+00
5.292000000000000000e+04,-4.756913771238403754e+00
5.304000000000000000e+04,-2.235015903454478092e-01
5.316000000000000000e+04,5.545246239801364663e-01
5.328000000000000000e+04,2.563528876977251514e+00
5.340000000000000000e+04,3.565268973316490175e+00
5.352000000000000000e+04,-2.682994008268443142e+00
5.364000000000000000e+04,1.164074722251890570e+00
5.376000000000000000e+04,-2.876103696000912979e+00
5.388000000000000000e+04,-4.111901049182999479e+00
5.400000000000000000e+04,2.059316213095641945e+00
5.412000000000000000e+04,-2.148319158277904872e+00
5.424000000000000000e+04,-4.132915811298661701e+00
5.436000000000000000e+04,1.505846161977669073e+00
5.448000000000000000e+04,9.603843598823781358e-01
5.460000000000000000e+04,3.265834533331095080e-01
5.472000000000000000e+04,2.462575129850925748e+00
5.484000000000000000e+04,5.343162036215295174e+00
5.496000000000000000e+04,4.398634820933375877e+00
5.508000000000000000e+04,1.984029177468620064e+00
5.520000000000000000e+04,3.945790236679902030e+00
5.532000000000000000e+04,2.176580569135047050e+00
5.544000000000000000e+04,-8.228812880360589332e+00
5.556000000000000000e+04,-1.306337434394734931e+00
5.568000000000000000e+04,1.051486531518713186e+00
5.580000000000000000e+04,-1.348908179774191751e+00
5.592000000000000000e+04,-4.554588764558990199e+00
5.604000000000000000e+04,5.294216999622552988e-01
5.616000000000000000e+04,1.383429250185038706e+00
5.628000000000000000e+04,1.766860710262146750e+00
5.640000000000000000e+04,1.213473442591176621e+00
5.652000000000000000e+04,-3.603446198139085510e+00
5.664000000000000000e+04,2.246952962787283958e+00
5.676000000000000000e+04,2.154094506332954739e-01
5.688000000000000000e+04,-3.435497640616656856e+00
5.700000000000000000e+04,1.380824273417012638e+00
5.712000000000000000e+04,1.603420662452529122e+00
5.724000000000000000e+04,-2.232393926474335544e+00
5.736000000000000000e+04,3.252047841185757626e+00
5.748000000000000000e+04,-1.223166253777802082e-02
5.760000000000000000e+04,6.640726778040597633e-01
5.772000000000000000e+04,-2.051684193098034292e+00
5.784000000000000000e+04,3.313548546302276243e+00
5.796000000000000000e+04,1.957485105230713174e+00
5.808000000000000000e+04,2.303424218423148484e-01
5.820000000000000000e+04,-3.020375843492757895e+00
5.832000000000000000e+04,-3.232547709546810033e+00
5.844000000000000000e+04,-2.304754620639141827e+00
5.856000000000000000e+04,2.506771925973845239e+00
5.868000000000000000e+04,2.797661628053394800e+00
5.880000000000000000e+04,5.719586988586959908e-01
5.892000000000000000e+04,1.067887635370314392e+00
5.904000000000000000e+04,1.462906551371939479e+00
5.916000000000000000e+04,-4.443683156338437135e-01
5.928000000000000000e+04,-1.238945193275515333e+00
5.940000000000000000e+04,4.356465250501874387e+00
5.952000000000000000e+04,-2.233110429208318148e+00
5.964000000000000000e+04,3.299050199843716946e+00
5.976000000000000000e+04,-5.231477936055923372e+00
5.988000000000000000e+04,2.747939812080036237e+00
6.000000000000000000e+04,1.441192032714682769e+00
6.012000000000000000e+04,-6.549662969415369851e+00
6.024000000000000000e+04,-4.359669996978298157e-01
6.036000000000000000e+04,5.862382493173887710e+00
6.048000000000000000e+04,3.918560117501940443e+00
6.060000000000000000e+04,4.262879811185334766e+00
6.072000000000000000e+04,1.836605355725322131e+00
6.084000000000000000e+04,1.425357815285631435e+00
6.096000000000000000e+04,3.679965795370463422e+00
6.108000000000000000e+04,-1.926554876651717763e+00
6.120000000000000000e+04,-2.830714801153913829e+00
6.132000000000000000e+04,8.460659005060781057e-01
6.144000000000000000e+04,-2.952730309326994096e+00
6.156000000000000000e+04,4.464751868124040790e+00
6.168000000000000000e+04,1.622089183161593784e+00
6.180000000000000000e+04,5.157667347650816581e+00
6.192000000000000000e+04,9.598300049563879277e-01
6.204000000000000000e+04,-9.276673006246523023e-01
6.216000000000000000e+04,-3.573097357997416790e-01
6.228000000000000000e+04,7.707827544889787053e-01
6.240000000000000000e+04,-2.501722866030133829e+00
6.252000000000000000e+04,5.551678148561133064e+00
6.264000000000000000e+04,3.189754205076757554e+00
6.276000000000000000e+04,2.037271388755993229e+00
6.288000000000000000e+04,-2.852494776704858070e-01
6.300000000000000000e+04,3.656697787925859422e-01
6.312000000000000000e+04,-3.387143414074426317e+00
6.324000000000000000e+04,3.872346792097622892e+00
6.336000000000000000e+04,-5.627271308658902127e-01
6.348000000000000000e+04,-3.822810299463950567e+00
6.360000000000000000e+04,8.496095488177427546e-01
6.372000000000000000e+04,3.248806173151353782e+00
6.384000000000000000e+04,4.200857779619091126e+00
6.396000000000000000e+04,-3.538106160784858512e-01
6.408000000000000000e+04,-1.837637718842823453e+00
6.420000000000000000e+04,-3.205363859141729943e-02
6.432000000000000000e+04,1.018881806457184958e+00
6.444000000000000000e+04,1.106806782960961355e+00
6.456000000000000000e+04,2.490679305182439851e+00
6.468000000000000000e+04,9.596884752864447421e-01
6.480000000000000000e+04,-3.754557904578892824e+00
6.492000000000000000e+04,2.390789364935741457e-01
6.504000000000000000e+04,3.428583100385602211e+00
6.516000000000000000e+04,-4.746053781180202158e+00
6.528000000000000000e+04,-3.686846873884599418e-01
6.540000000000000000e+04,6.162209644472480541e-01
6.552000000000000000e+04,-1.492099659872387019e+00
6.564000000000000000e+04,-1.576936832716699932e+00
6.576000000000000000e+04,1.962843730105173545e+00
6.588000000000000000e+04,-3.250117328818057594e+00
6.600000000000000000e+04,5.042212080657219708e+00
6.612000000000000000e+04,-4.892174305631496800e+00
6.624000000000000000e+04,4.924617389307204718e+00
6.636000000000000000e+04,1.300597116075146609e+00
6.648000000000000000e+04,6.772678546863485138e+00
6.660000000000000000e+04,1.392354945325925408e+00
6.672000000000000000e+04,1.497282259474802091e+00
6.684000000000000000e+04,1.694793662949849899e+00
6.696000000000000000e+04,5.824826515484178735e+00
6.708000000000000000e+04,2.891897781722424510e-01
6.720000000000000000e+04,-1.664767042089470905e+00
6.732000000000000000e+04,9.395220811374973557e-01
6.744000000000000000e+04,9.952612660526460875e-01
6.756000000000000000e+04,3.888875939559127914e+00
6.768000000000000000e+04,6.996842116461884586e+00
6.780000000000000000e+04,1.147273643432271228e+00
6.792000000000000000e+04,2.240376778990592399e+00
6.804000000000000000e+04,2.328498254911131049e+00
6.816000000000000000e+04,-2.811973949506640036e+00
6.828000000000000000e+04,2.506588940945098543e+00
6.840000000000000000e+04,3.449973616582713731e+00
