time_sec,signal
238000,13.295267205167628
239000,13.880432339245207
240000,12.58963063076029
241000,12.537581495091978
242000,12.752326649466413
243000,14.183725576069149
244000,13.091307732297654
245000,13.553069419567343
246000,15.010981124997851
247000,13.561548234497268
248000,13.590748102825703
249000,14.828488311005488
250000,13.415490183507263
251000,11.858956820922565
252000,14.56337807629602
253000,13.903086228557891
254000,13.874886178393986
255000,13.606456910098967
256000,13.494577296482282
257000,13.544421197842043
258000,14.727459001631669
259000,15.288034515572045
260000,15.009981315901856
261000,17.49425456791638
262000,16.09687424741646
263000,15.56197551108918
264000,15.59581807893168
265000,15.47786793337771
266000,16.589784116961916
267000,16.20794698502194
268000,14.350945641597102
269000,16.15750982250298
270000,14.719550659796782
271000,14.242773288298892
272000,17.078132899290228
273000,14.113838831662994
274000,14.860313432948898
275000,15.28635058402955
276000,14.396928349366622
277000,14.171655636917887
278000,14.778031924053032
279000,16.89682779980661
280000,14.9437114449678
281000,14.570298656238466
282000,14.319483359667785
283000,15.754783922267434
284000,14.619327051179523
285000,14.550524926841838
286000,13.790903650873286
287000,15.238120735224186
288000,14.830910356383002
289000,15.011887394549923
290000,16.24091632477358
291000,16.58734382736836
292000,15.73715985417619
293000,16.85417362666345
294000,16.609118640431156
295000,17.184688945486233
296000,16.21933077958256
297000,16.130257936821447
298000,16.44944785008963
299000,15.848832458397322
300000,18.26689215341498
301000,16.532746651379956
302000,16.46535070737005
303000,14.318397571246027
304000,16.936664383306688
305000,16.255192423604335
306000,17.713306467014878
307000,16.76253012033082
308000,14.936384096096436
309000,16.312238357234374
310000,16.54983605824848
311000,16.07830415101914
312000,17.177778389250985
313000,16.73850097826096
314000,18.12010885170917
315000,17.004208183954667
316000,18.689166846250988
317000,17.442501604626248
318000,18.406609029472477
319000,16.681591033370808
320000,15.50284351085585
321000,16.87174724708387
322000,19.552452078627297
323000,17.995151618339264
324000,17.329948060322003
325000,16.009914851616056
326000,18.284588134084874
327000,16.22853299546743
328000,17.940447355105395
329000,18.491173987936953
330000,17.626432278835775
331000,16.809275814413205
332000,17.498765851727637
333000,16.85642774651504
334000,17.094356121321905
335000,16.57469580555827
336000,18.45852151462971
337000,19.241391479603067
338000,19.44046921014694
339000,18.784207322146884
340000,16.725489401640857
341000,17.660961313298923
342000,18.103352030361037
343000,17.111780013368588
344000,18.999630374145333
345000,18.365161271034605
346000,17.96508131375199
347000,18.45166204091555
348000,17.89736917296192
349000,20.21468571431027
350000,18.070111142916726
351000,18.6964752152005
352000,17.820106898994826
353000,18.261689914799383
354000,18.5207951542688
355000,19.785620752474692
356000,18.106827874552916
357000,19.6507529134435
358000,18.22881970249992
359000,19.321611404096373
360000,18.946777164636103
361000,18.936573876269446
362000,18.57521847308848
363000,20.221106824106915
364000,19.505666134486777
365000,19.29726511798154
366000,18.77676726723258
367000,20.319494172451563
368000,20.54690207273516
369000,18.793181364121647
370000,19.72508847258211
371000,18.974109834980993
372000,20.088478049151995
373000,18.49556755072335
374000,19.76406656076751
375000,17.793450471103725
376000,20.029525483371035
377000,20.20389732012736
378000,19.5232736380234
379000,21.840370446736102
380000,19.728574189432912
381000,22.12567437218799
382000,17.777506794433172
383000,21.191403268399412
384000,19.436930242571577
385000,20.81764132923321
386000,19.437445007616933
387000,21.494867457683977
388000,19.915890529519835
389000,19.714289158790248
390000,19.93499757778215
391000,19.834489468423985
392000,20.47744795309879
393000,21.609006793798876
394000,21.248664311473572
395000,20.615371970163398
396000,20.779112914482504
397000,22.35122870470095
398000,19.498499704682246
399000,18.257625007470047
400000,20.299658411924405
401000,20.150639089293787
402000,19.869366910756636
403000,21.063967627384102
404000,21.569089959386773
405000,20.04626020444772
406000,22.7078558556304
407000,19.234502177337806
408000,21.394752965739038
409000,22.18893754588758
410000,20.15383591259993
411000,21.43097750378814
412000,21.91968878824045
413000,20.259662389845097
414000,22.304750499820656
415000,19.87520549066968
416000,20.824479715684827
417000,19.071073749223267
418000,20.336232753787552
419000,21.084998353310745
420000,20.597762737193257
421000,21.101964452004175
422000,21.417166551101186
423000,20.977618602873402
424000,20.974889362254537
425000,20.876573868265723
426000,22.2219773904475
427000,23.222832145024196
428000,22.78390495197679
429000,21.13184640200495
430000,20.933213876934175
431000,21.36273947886174
432000,21.4299244457247
433000,21.943141387677226
434000,22.035312776576433
435000,23.822815179276354
436000,20.927261475150882
437000,20.92888161217214
438000,21.52144027814795
439000,22.53248012730595
440000,21.89186312874884
441000,21.657344421465492
442000,21.91884772360484
443000,23.13337646612642
444000,20.77098704923025
445000,21.75348719308423
446000,21.195191231817
447000,22.30579833985668
448000,23.463166298465822
449000,22.764943043397896
450000,22.307359217966507
451000,22.40857805884781
452000,20.942413526550396
453000,21.70875692625509
454000,22.280707391168797
455000,22.561621762473102
456000,22.510954352621145
457000,24.77168949304583
458000,22.276515252233033
459000,22.869160417900915
460000,22.557006438741837
461000,23.208861112090425
462000,22.12704361610151
463000,22.539581961140417
464000,22.569495886353476
465000,23.252388263290502
466000,23.592753217000936
467000,23.730323027489668
468000,21.850966926433042
469000,23.34566141593703
470000,22.74678265921544
471000,21.852221530904956
472000,22.85873079813452
473000,23.05380147129002
474000,24.91862911388899
475000,22.06299937128667
476000,21.982300363973494
477000,23.555989285886398
478000,22.896896795082718
479000,24.151628123968987
480000,24.848752573200713
481000,23.876965199272245
482000,21.704641889025158
483000,23.46120293119674
484000,23.07343196135834
485000,23.711010995036332
486000,22.60540402265921
487000,22.68900939230731
488000,22.862381541546615
489000,23.779134880327533
490000,24.67369159960743
491000,24.458369822303755
492000,22.735296223951668
493000,24.663998416139947
494000,23.323940599022574
495000,24.663129524637135
496000,22.52588776667725
497000,23.687684106206962
498000,22.666875436787084
499000,23.9465962302988
500000,24.61942298777427
501000,23.262089667240783
502000,24.924038288728646
503000,27.08315967706602
504000,24.075425660783832
505000,23.748442345088517
506000,24.606410362068672
507000,24.920756422967358
508000,24.7973406018372
509000,26.12222830724134
510000,24.399452776532634
511000,24.760305620976823
512000,25.995200527053495
513000,22.549199772048222
514000,25.027327100830234
515000,25.45574236495386
516000,24.81586910747303
517000,24.99686111584007
518000,24.175839316042474
519000,25.729927465377155
520000,27.33484674736784
521000,25.866937513028436
522000,23.74593875827717
523000,22.891495049366394
524000,27.2234600458581
525000,25.20450205916346
526000,24.33877208760007
527000,25.325874995687503
528000,24.026083219125034
529000,23.834597312220836
530000,24.20102626157956
531000,25.97678815006789
532000,25.02550266955555
533000,25.858199509036794
534000,23.801787221685725
535000,24.874797777548494
536000,27.62856130867532
537000,25.112031336593212
538000,26.07431589512781
539000,25.408374338132766
540000,26.199736195126842
541000,25.154553763469156
542000,25.249420195755025
543000,26.55696342376466
544000,25.499227996987347
545000,25.777880034945216
546000,27.357497342524617
547000,25.416906204904418
548000,25.27180519595537
549000,24.471344010510457
550000,26.24934000398202
551000,26.476100446838025
552000,24.449825147444013
553000,25.60309423411626
554000,26.671155314737128
555000,25.78125212521567
556000,25.492284106563904
557000,25.841320030633625
558000,26.043759118111023
559000,24.74486979741558
560000,26.08643901278421
561000,25.636788251355075
562000,24.93431220399814
563000,25.70159672921505
564000,25.79772113321367
565000,25.598650258016846
566000,25.818070561987856
567000,25.625171788050935
568000,25.385446761127383
569000,24.83381529440777
570000,25.84986224078022
571000,23.978239816312115
572000,26.520855844992735
573000,25.277767115388237
574000,24.785419023582953
575000,26.79650435321084
576000,26.011177673220672
577000,25.93794309426663
578000,25.12156955016498
579000,26.08126410536616
580000,28.84658959756734
581000,25.735202201414282
582000,28.23348029531421
583000,25.069375913768734
584000,27.132941726132117
585000,25.59822473797015
586000,28.187985284237268
587000,26.472123035121346
588000,26.119128102296276
589000,25.508673788844494
590000,25.58369653476947
591000,26.5899441624151
592000,25.84878646954234
593000,26.15573237761764
594000,25.216145351277184
595000,25.08124000938273
596000,27.454521571883284
597000,25.561789977738236
598000,27.67075098855184
599000,28.20529364896037
600000,27.63064527383363
601000,27.10480948268932
602000,28.53565780363877
603000,24.89787885223138
604000,25.669640898778173
605000,27.545776467391104
606000,25.92021144606658
607000,28.618375168027654
608000,24.835752379540395
609000,28.290713730053994
610000,27.768237954236437
611000,26.787210221052312
612000,26.288095819726262
613000,26.60726206966273
614000,26.992662509983266
615000,26.993283951099894
616000,24.164572106538163
617000,27.42423692865897
618000,27.896919645710668
619000,26.83342358348358
620000,26.47921638793562
621000,26.659652166966513
622000,25.630145184007525
623000,26.18091738279903
624000,25.55096112521294
625000,26.508378116120678
626000,26.88748303170905
627000,27.874686866886048
628000,26.855646247477377
629000,26.78826040226439
630000,27.623251960061765
631000,29.170639781286102
632000,26.632208253770646
633000,27.04686503426475
634000,27.41255918473146
635000,27.173110918880234
636000,27.812657265911795
637000,28.75392283484711
638000,26.73609658634723
639000,29.160921953999473
640000,26.427401574427282
641000,26.94048332641788
642000,29.12064138878938
643000,25.84799548223934
644000,27.058654861762268
645000,25.206959993233582
646000,29.15508988289529
647000,28.07043694214719
648000,27.66516935905306
649000,27.95372296602143
650000,26.061068896165388
651000,25.902733416421707
652000,26.029781979941173
653000,27.88062342772515
654000,26.161071965536422
655000,26.233245129996227
656000,25.259912082574075
657000,28.16386159867597
658000,29.489621358935857
659000,28.67609713243761
660000,28.955520189640403
661000,27.587687877329927
662000,27.044488083337207
663000,25.792516802434896
664000,27.972875740399754
665000,27.76061479379552
666000,27.404686488613624
667000,29.191605602047197
668000,26.242220309419842
669000,27.558076153184746
670000,27.537895299647804
671000,29.03200411091661
672000,27.08350310003896
673000,27.744904207453285
674000,28.259940591469363
675000,26.952395507939663
676000,28.470611362517023
677000,28.232429307223846
678000,27.222935966779488
679000,27.789958118906792
680000,24.868457985393736
681000,27.704251258484973
682000,27.28616698546861
683000,28.62329744870297
684000,28.025755334108073
685000,28.63549334631173
686000,27.583076631297626
687000,27.74805454228985
688000,29.406327964941703
689000,25.96028011290053
690000,27.63433733860662
691000,29.751614911752654
692000,24.99348493109176
693000,26.249964887002356
694000,27.920397910774195
695000,29.572582637686732
696000,27.751408321039236
697000,27.61342953100818
698000,29.158716754822944
699000,28.35746276604737
700000,27.22855183457261
701000,26.81181230224474
702000,26.555706864946572
703000,29.341279140654986
704000,29.44693258010367
705000,27.36121581425666
706000,28.332746162522017
707000,27.284177671506598
708000,28.42851515272557
709000,26.854653939060046
710000,28.622949658938477
711000,27.656909915037446
712000,28.06209858806227
713000,28.668289654078727
714000,28.547895968174764
715000,27.904787221730505
716000,26.3489003429453
717000,28.779420362380364
718000,25.300811837106494
719000,27.927969671541852
720000,27.42781202702116
721000,28.51282491487747
722000,26.574666431843003
723000,28.69528120129903
724000,30.01009984182631
725000,29.350108102126068
726000,27.84262869417993
727000,27.8741576846472
728000,27.598941494553234
729000,25.89436397261721
730000,28.120707825409635
731000,27.696914316564563
732000,28.37225357477667
733000,27.545411002133033
734000,26.505927715720834
735000,28.269308392849023
736000,27.6822971192303
737000,29.849887568704276
738000,28.30995404814296
739000,28.327293436011683
740000,29.388166088882684
741000,26.216763927605403
742000,28.26914728475814
743000,27.675023955469943
744000,28.676856642300294
745000,28.471831618906897
746000,28.14196229676596
747000,25.9993402918389
748000,28.015521187943236
749000,28.356808066931148
750000,26.582069975742453
751000,29.049024582214823
752000,27.648344343318435
753000,25.94106853297285
754000,29.11177085833492
755000,28.681908526017818
756000,28.485577705086275
757000,29.74561647764522
758000,26.489869805916243
759000,28.919974531263623
760000,26.713330075632843
761000,29.324986345491386
762000,28.520708038332785
763000,28.967204586684296
764000,28.933251512788015
765000,27.798919663044714
766000,27.20900510535899
767000,27.682425404089784
768000,30.100585271256694
769000,28.764624511641212
770000,27.370999119754035
771000,28.077901628922422
772000,28.079805607975462
773000,27.53367508159695
774000,28.114841620046697
775000,28.163703047495844
776000,30.612116424696254
777000,26.271390899788173
778000,27.092725382765078
779000,26.665116056458082
780000,26.312430618379846
781000,28.81758625887522
782000,28.547982455005503
783000,26.887696723045952
784000,26.72607966677007
785000,28.590447633516387
786000,28.21366790198442
787000,27.49643952498734
788000,28.34307672998293
789000,28.168250379995442
790000,28.46053017153555
791000,28.619945154957563
792000,28.16311736649171
793000,29.117927397499923
794000,29.061399334717507
795000,27.002812875651212
796000,28.323431538446286
797000,28.750680249177236
798000,27.892909331436634
799000,28.995650253442097
800000,27.629294976418898
801000,28.028789760566696
802000,27.8078982786368
803000,29.06782257292765
804000,26.743438845622777
805000,29.623271783449475
806000,26.181709097665628
807000,28.511599510638312
808000,26.243131627847067
809000,27.998977953330833
810000,28.025329337706662
811000,28.530337110049928
812000,28.666696634384195
813000,26.226876671911057
814000,28.646497765716926
815000,26.864312714839116
816000,27.166226306510517
817000,26.223131087826257
818000,27.61093334085215
819000,28.091251722221195
820000,27.56546200266782
821000,28.30890232657711
822000,29.451133285823257
823000,26.374795260010796
824000,26.378037011024364
825000,26.703231638231685
826000,27.590956147030276
827000,27.11222002438895
828000,27.997798825799332
829000,28.922958931542485
830000,29.023977727777133
831000,26.675188998869178
832000,28.614380054630242
833000,27.491201916622817
834000,28.37881984288691
835000,26.878497543417883
836000,27.439967865219888
837000,28.269471723687424
838000,25.844185148086524
839000,28.32758812558786
840000,27.162983498208558
841000,26.145133974475453
842000,25.727236300949027
843000,26.493540907133546
844000,29.61173943474396
845000,25.505183981223247
846000,28.583571154728133
847000,28.23210147625222
848000,26.79599240007935
849000,28.623595299712626
850000,30.145586359222733
851000,28.98017435993351
852000,26.939802690538478
853000,28.101987655998673
854000,26.936309958545284
855000,28.142502064984843
856000,27.36527465250018
857000,28.90358735057442
858000,29.477019098430823
859000,26.362338434119554
860000,25.98782458163599
861000,26.945651188167556
862000,26.835886319205766
863000,27.36244990417298
864000,28.062304041396892
865000,27.136610905070377
866000,26.68041997696115
867000,27.07648055242256
868000,28.495291793268528
869000,26.818978904893985
870000,26.989424515923094
871000,27.74497908929867
872000,26.893723105948762
873000,28.299773317603307
874000,25.196112279962993
875000,29.730816848297177
876000,27.416949977625983
877000,28.07324188717749
878000,25.80991143073289
879000,27.23845539922293
880000,26.924363607948994
881000,27.134457136644293
882000,28.285707785121268
883000,25.095863452472397
884000,28.29454003260974
885000,28.157791137951335
886000,28.509482014208547
887000,28.560647405053714
888000,24.667593670947472
889000,27.880012578616416
890000,26.41833776743739
891000,26.07553694332909
892000,25.854419386499842
893000,27.016057307059462
894000,25.8218079209267
895000,27.118767924932396
896000,26.67591176482415
897000,28.436143909921594
898000,26.178937322688814
899000,28.180434428945755
900000,26.164154132775565
901000,24.406145211553607
902000,26.40611369235578
903000,27.12489948270542
904000,27.117642653590508
905000,26.05307549453582
906000,25.78217777284986
907000,25.504671717792476
908000,25.175361581984454
909000,27.458481032091097
910000,26.36941095033758
911000,25.70789370345709
912000,25.040392101098924
913000,25.623120832476655
914000,24.847364399251546
915000,26.34699984421057
916000,28.44542456530099
917000,24.373844150092587
918000,27.365566100073003
919000,25.61986331202364
920000,23.89152597351356
921000,26.838443344946956
922000,25.97138054275917
923000,25.733907775751703
924000,26.28521877891499
925000,24.93165278591738
926000,26.423569325532878
927000,24.394378717263592
928000,26.065082789868466
929000,25.7199461692623
930000,25.634348079278613
931000,26.922910342173253
932000,26.668903490410923
933000,26.164995482699496
934000,26.217025359848332
935000,26.10239290111206
936000,26.752145342933392
937000,25.70117383763317
938000,26.739923200060392
939000,26.44037917840986
940000,27.555359904333198
941000,27.065161249086344
942000,26.609500177659076
943000,25.3537260783418
944000,26.616743385594063
945000,25.70393663710876
946000,26.09332147291996
947000,25.520502279408134
948000,26.550413306098825
949000,23.991423291227047
950000,25.44576959370033
951000,25.199636813081803
952000,26.60657596669493
953000,24.042193045616685
954000,25.779510774940082
955000,27.228570980578244
956000,24.24065818755904
957000,24.662167187618167
958000,25.41185211303426
959000,25.4266996139005
960000,24.340212154637594
961000,25.48819774116607
962000,24.99174947174516
963000,26.0992490379288
964000,26.95629734224251
965000,23.53431108777565
966000,27.16733378481817
967000,25.480669983180114
968000,26.382788863161764
969000,26.355622409230357
970000,25.548509403203546
971000,24.81751893201106
972000,25.288936660271997
973000,23.404972761948898
974000,26.310721926772267
975000,23.698269678030602
976000,24.69479867462269
977000,26.25656084401986
978000,24.19665662270889
979000,25.959717949560964
980000,27.059504143135076
981000,26.544344295325292
982000,23.345223777806545
983000,25.338592328630106
984000,25.947896449030893
985000,23.875696635269335
986000,25.884614487921098
987000,25.971894672015658
988000,24.433741004407814
989000,26.30892988783516
990000,26.202271389999545
991000,24.698645084197913
992000,24.880138334272317
993000,25.459194821841642
994000,25.72987913492418
995000,22.682540592113327
996000,24.26887482734241
997000,25.159934063212795
998000,23.498093325244906
999000,23.774211508267282
1000000,24.74920447329968
1001000,23.958808604202826
1002000,24.328517612618587
1003000,25.082353007890774
1004000,25.975859287311124
1005000,23.416384088324577
1006000,24.5045274374548
1007000,24.42551916551044
1008000,23.695098120211693
1009000,22.725920042941606
1010000,24.652378052639015
1011000,23.365841275580312
1012000,22.22974953389507
1013000,25.552535399613095
1014000,24.36194295527833
1015000,24.699597055557938
1016000,24.858328146711827
1017000,25.98404841391527
1018000,23.66924166445049
1019000,24.84639686267277
1020000,23.9867230465628
1021000,22.822364599360377
1022000,23.021623238859025
1023000,23.29627388959397
1024000,22.72637574648468
1025000,24.650387402400256
1026000,23.661923246589502
1027000,24.595091331811133
1028000,23.491026332069737
1029000,22.815818864613867
1030000,24.368244379459245
1031000,24.447362261767655
1032000,24.587213485089755
1033000,23.895088281986578
1034000,23.210266649328634
1035000,22.31002502533832
1036000,20.965646616075443
1037000,23.630166060114075
1038000,22.734202509678322
1039000,21.47474845497563
1040000,22.17211422794177
1041000,23.347641955791964
1042000,21.31961412625786
1043000,22.24713514876081
1044000,22.23893401459489
1045000,21.214288856891567
1046000,22.423769040027523
1047000,22.98837343668085
1048000,21.75801123160273
1049000,24.274022674840978
1050000,22.006703532566064
1051000,23.54068512423208
1052000,21.92908113210784
1053000,22.776166208438585
1054000,23.30865757920037
1055000,22.559737605724372
1056000,18.971347052619453
1057000,22.551636208518552
1058000,22.40986920881742
1059000,23.642648533922596
1060000,22.98463333225851
1061000,22.71708473181338
1062000,22.17994915299396
1063000,21.977943329012767
1064000,23.511256567317655
1065000,21.648140993099666
1066000,21.739134802622615
1067000,22.21858204255885
1068000,23.82920980834092
1069000,21.863550652718565
1070000,21.14656741555934
1071000,22.009510048427725
1072000,20.483153477954147
1073000,22.4846357427083
1074000,21.624173635265798
1075000,21.99318340735469
1076000,21.263944254608035
1077000,21.820940619220288
1078000,21.95708608710727
1079000,22.090561597952906
1080000,20.014373419832573
1081000,22.541573667675888
1082000,22.159458740247413
1083000,20.65753186893366
1084000,20.99638315277101
1085000,19.09196013371902
1086000,21.051759490724915
1087000,21.315796875490427
1088000,23.011000467243107
1089000,22.445646188519127
1090000,20.447423202260836
1091000,20.997156083220638
1092000,21.79565126327232
1093000,22.360271564640268
1094000,21.712082435616477
1095000,22.67186321973656
1096000,20.59620086195575
1097000,22.44744631108627
1098000,20.709226107018118
1099000,22.777553941759336
1100000,21.654997993784807
1101000,21.437971685695274
1102000,19.616298988885408
1103000,20.07388359392251
1104000,18.840025247367105
1105000,20.442401697476804
1106000,21.160463068191017
1107000,21.344712648457513
1108000,19.00459022797238
1109000,20.159431421136187
1110000,20.290063215774236
1111000,21.136977114213607
1112000,20.92854517388023
1113000,19.50548318038185
1114000,18.587251374780276
1115000,20.421453602553882
1116000,21.62661863403046
1117000,21.274542614396328
1118000,19.501907835214478
1119000,21.238376142744812
1120000,20.28022236758346
1121000,21.834520583894395
1122000,21.802094591528366
1123000,18.714550024192864
1124000,19.90963987884952
1125000,21.117488868045168
1126000,21.13951738035144
1127000,20.494755134799608
1128000,20.55502072380085
1129000,20.688362457274987
1130000,20.269381082339585
1131000,22.01558435613944
1132000,19.737206217160995
1133000,19.986263856920896
1134000,20.42527928984679
1135000,20.12906549297956
1136000,19.674868765292604
1137000,17.989481355123992
1138000,19.741436421086583
1139000,18.191310128553276
1140000,22.21538408783604
1141000,20.867170153345683
1142000,19.01070016493304
1143000,18.79699124996099
1144000,17.708523731758802
1145000,20.122230802537292
1146000,17.767248997031725
1147000,17.93816724014853
1148000,19.16926899176403
1149000,20.20515298607072
1150000,20.801880242370018
1151000,19.40814048058244
1152000,18.749096271896413
1153000,18.11941353716425
1154000,19.074140346074277
1155000,19.014804608921395
1156000,20.083638289174086
1157000,19.072452011160642
1158000,19.674624820475273
1159000,16.850281930195496
1160000,18.364311950573576
1161000,18.824899968559325
1162000,18.833214133119544
1163000,19.605872352202233
1164000,18.082222580703167
1165000,18.377888324827815
1166000,19.748949454013996
1167000,18.375697808493857
1168000,17.747150833408575
1169000,19.136016570505554
1170000,17.79848644045855
1171000,17.0344951993989
1172000,19.03700515971589
1173000,18.548589714172437
1174000,19.297053526636645
1175000,18.80765578570224
1176000,17.639180048422233
1177000,17.706627896446548
1178000,17.89275755920042
1179000,16.99789518033609
1180000,19.24486105059994
1181000,18.49669138147934
1182000,18.684770657424803
1183000,17.75710988583397
1184000,17.449891530983038
1185000,15.251737049683648
1186000,16.994948440910953
1187000,16.14375182210319
1188000,16.230382221951317
1189000,18.737590262838793
1190000,17.064733793637735
1191000,18.41787174147598
1192000,17.875481306169455
1193000,16.52232317189956
1194000,16.90634386919547
1195000,15.19739759462016
1196000,16.65100714474709
1197000,16.580508858043775
1198000,17.603551501482166
1199000,17.789784279211993
1200000,16.681452266634984
1201000,17.119594924093853
1202000,15.373721469690198
1203000,15.848190144099906
1204000,17.92744755122628
1205000,17.831742138497173
1206000,16.88985259697516
1207000,18.383326374469014
1208000,17.68568722397
1209000,16.042322754774634
1210000,16.178239801644597
1211000,15.780673424485872
1212000,15.7829270001514
1213000,15.525752383177347
1214000,16.14704407948771
1215000,16.70863679318584
1216000,16.70520551711651
1217000,15.766826120196932
1218000,15.372680103511634
1219000,17.205182590753605
1220000,16.726779394042865
1221000,18.264939250529252
1222000,14.939907297797602
1223000,15.285807911579246
1224000,15.119289565389849
1225000,16.257801041942663
1226000,14.537082611112687
1227000,14.57875980230613
1228000,15.904499077446241
1229000,15.778588843067173
1230000,15.071659199746659
1231000,15.91852489754845
1232000,15.589059171449088
1233000,15.44293292112637
1234000,15.95362804948111
1235000,13.56570771928241
1236000,15.344795138169331
1237000,14.118816180915896
1238000,16.56340825044395
1239000,16.17672324853573
1240000,16.71346534758193
1241000,15.409333192872461
1242000,15.934954220203043
