Wavelength_nm,SSI_Wm3
211.3,0.030819862591592074
211.4,0.03172665030712724
211.5,0.03261020985468149
211.6,0.03337943686272025
211.7,0.033941528556028604
211.8,0.034219697107036116
211.9,0.03417141248946548
212.0,0.0338018698204565
212.1,0.03316828532281637
212.2,0.032371584137595895
212.3,0.03153560986492038
212.4,0.030779110893874168
212.5,0.03019061401864171
212.6,0.02981234954720378
212.7,0.02963889257839322
212.8,0.029630110832304955
212.9,0.029732244837151766
213.0,0.02989876832270265
213.1,0.030105114379252194
213.2,0.03035322118511796
213.3,0.030666566673527955
213.4,0.031080088007247448
213.5,0.031627833184762005
213.6,0.03233153178256989
213.7,0.0331924526081264
213.8,0.034186318479412794
213.9,0.035262467013705966
214.0,0.036348666101542706
214.1,0.03736149415038943
214.2,0.038220536741287704
214.3,0.03886428168918014
214.4,0.03926194792501331
214.5,0.03941808117628455
214.6,0.03936740880295157
214.7,0.039162281600807904
214.8,0.03885605941724539
214.9,0.03848910431619644
215.0,0.03808112777096272
215.1,0.03763168020409942
215.2,0.03712922246119023
215.3,0.036564123594306705
215.4,0.03594094931216598
215.5,0.035285315538511275
215.6,0.03464159057183862
215.7,0.034061455837079285
215.8,0.033587081698554754
215.9,0.03323489271891474
216.0,0.032988034739284515
216.1,0.03280136019359708
216.2,0.03261741308440805
216.3,0.032387938765976426
216.4,0.032092796168775556
216.5,0.03174800024044991
216.6,0.03139975755171418
216.7,0.031108681132736207
216.8,0.03092964940361023
216.9,0.030896910175019502
217.0,0.031020613906606438
217.1,0.0312937371996224
217.2,0.03170665909674883
217.3,0.03226099807678699
217.4,0.03297484713423729
217.5,0.03387682936641812
217.6,0.03498842458458066
217.7,0.03630388818804144
217.8,0.03777411632921934
217.9,0.03930373864615917
218.0,0.040763636496716736
218.1,0.04201732815926314
218.2,0.04295329844627022
218.3,0.04351285252466798
218.4,0.04370573123909354
218.5,0.04360700403221726
218.6,0.04333828659816026
218.7,0.04303774907162189
218.8,0.04282893533443093
218.9,0.04279584643449425
219.0,0.04297081198539734
219.1,0.0433370577531445
219.2,0.04384282238792538
219.3,0.044422077949014906
219.4,0.04501481084283829
219.5,0.045580938742539885
219.6,0.04610444670047521
219.7,0.046588611636686324
219.8,0.04704316440520048
219.9,0.04746904412334681
220.0,0.04784575005964279
220.1,0.04812429825382591
220.2,0.04823049843689561
220.3,0.048078990838000775
220.4,0.04759549527265191
220.5,0.04674099840925098
220.6,0.045532014725936654
220.7,0.04404663082956433
220.8,0.042415174226074215
220.9,0.0407967353872633
221.0,0.03934784718879819
221.1,0.03819449122131944
221.2,0.037414724119852784
221.3,0.03703643966719508
221.4,0.037048248568078285
221.5,0.0374142645517981
221.6,0.038087192071162464
221.7,0.039013951015856266
221.8,0.040134447867425684
221.9,0.041377909145450587
222.0,0.04266380054365397
222.1,0.04391116815014363
222.2,0.04505446357346893
222.3,0.046061337218824626
222.4,0.046944936728818415
222.5,0.047764776166530847
222.6,0.04861480722731352
222.7,0.04960117015057683
222.8,0.05081380040649891
222.9,0.05229963388031602
223.0,0.05404373461025119
223.1,0.05596254113523245
223.2,0.05791396700148583
223.3,0.05972086870515346
223.4,0.06120563318371296
223.5,0.06222563449045658
223.6,0.06270251627206205
223.7,0.0626370478054905
223.8,0.062106086852581496
223.9,0.06124463652470112
224.0,0.06021677260797858
224.1,0.0591835437337482
224.2,0.05827357900426984
224.3,0.057563436463086606
224.4,0.05706824189356327
224.5,0.05674667413321852
224.6,0.056516740246732235
224.7,0.0562802325389421
224.8,0.05594837445041657
224.9,0.05546256106357455
225.0,0.05480445960927844
225.1,0.0539935817486322
225.2,0.05307490520733475
225.3,0.052101250339844224
225.4,0.051116405989283326
225.5,0.05014353038936376
225.6,0.049181264817141294
225.7,0.04820749006233215
225.8,0.04718746877436877
225.9,0.04608543456986547
226.0,0.04487516209787607
226.1,0.04354874878598213
226.2,0.04212079091522455
226.3,0.04062970238060832
226.4,0.03913364851287961
226.5,0.03770401221966147
226.6,0.03641674211729407
226.7,0.03534340094437837
226.8,0.034542963271061176
226.9,0.03405700002507091
227.0,0.0339076304166913
227.1,0.03409938019219994
227.2,0.03462243857269049
227.3,0.03545740379376769
227.4,0.03657831026034236
227.5,0.03795317803017497
227.6,0.03954240432568431
227.7,0.04129403797547221
227.8,0.04314028270086408
227.9,0.04499491953855872
228.0,0.04675786255873561
228.1,0.04832308141869307
228.2,0.04959328755937815
228.3,0.05049573935022354
228.4,0.05099579934676051
228.5,0.05110457710718036
228.6,0.05087717084499479
228.7,0.050401807636091714
228.8,0.04978137078105927
228.9,0.049111850059665445
229.0,0.04846403893355012
229.1,0.047872764668769836
229.2,0.047336988241896624
229.3,0.04683185301553845
229.4,0.04632910554494262
229.5,0.04581940460986734
229.6,0.04532986472553849
229.7,0.04492883165417433
229.8,0.04471526238667846
229.9,0.044794477932450776
230.0,0.04524578375275254
230.1,0.04609165871982336
230.2,0.047278093596628906
230.3,0.04867298254866958
230.4,0.0500845358379972
230.5,0.051298504835643764
230.6,0.052124628366973395
230.7,0.05244118084115624
230.8,0.052225513545584676
230.9,0.051560678420226574
231.0,0.05061384834027528
231.1,0.04959364722133398
231.2,0.04869823881045699
231.3,0.04807044886654973
231.4,0.0477732482037127
231.5,0.04779113139540553
231.6,0.04805331497059822
231.7,0.04846672640760898
231.8,0.04894521667740584
231.9,0.04942485586733937
232.0,0.04986398313419223
232.1,0.05023248677977323
232.2,0.05050043493686914
232.3,0.05063400939102173
232.4,0.05060050088546991
232.5,0.050378959111286405
232.6,0.049969903580185174
232.7,0.04939848065724492
232.8,0.04870856910107732
232.9,0.04795217003612995
233.0,0.04717706854947924
233.1,0.04641750246119857
233.2,0.04568907710392713
233.3,0.04498866541677117
233.4,0.04429870390755415
233.5,0.04359392632387876
233.6,0.042850005530676846
233.7,0.0420507367587161
233.8,0.041193922073822026
233.9,0.040293328536415096
234.0,0.03937972722493887
234.1,0.0385002438462174
234.2,0.037719128012416364
234.3,0.037115695175406936
234.4,0.036779491171581746
234.5,0.03679919265427351
234.6,0.03724519346072674
234.7,0.03815128183357001
234.8,0.03949909503183603
234.9,0.041210316664642095
235.0,0.04315250121675253
235.1,0.04515545864878893
235.2,0.04703701018951178
235.3,0.04863065233458996
235.4,0.04981064326802015
235.5,0.05050866719941378
235.6,0.0507199186454165
235.7,0.05049903625148535
235.8,0.049945126867672204
235.9,0.0491822139250803
236.0,0.048337158188019994
236.1,0.047521095200843806
236.2,0.04681825579548598
236.3,0.04628312875825524
236.4,0.04594420730854154
236.5,0.04581069279804826
236.6,0.04587714034438848
236.7,0.04612379851182103
236.8,0.046514531264394525
236.9,0.04699504962799787
237.0,0.04749567908929825
237.1,0.047938932478033304
237.2,0.04824943064262629
237.3,0.048362953942741156
237.4,0.04823174726313114
237.5,0.04782716752525806
237.6,0.04714124222243428
237.7,0.046191464912567134
237.8,0.045026539818842415
237.9,0.043731497021985054
238.0,0.042424405549607275
238.1,0.04124283609981537
238.2,0.04032049300469041
238.3,0.03975941036298036
238.4,0.039607563083349465
238.5,0.03984811698814273
238.6,0.04040375474746585
238.7,0.041153270282202954
238.8,0.04195419749540448
238.9,0.04266662788625121
239.0,0.043174310718129875
239.1,0.04340100764701367
239.2,0.04332135251440645
239.3,0.04296424815470338
239.4,0.042406192667788264
239.5,0.04175321639636278
239.6,0.04111499625573635
239.7,0.040576502382974625
239.8,0.040176897968823906
239.9,0.03990286553030849
240.0,0.03969899714501023
240.1,0.03949237135138393
240.2,0.03922103637753725
240.3,0.03885766790543676
240.4,0.03842049879812122
240.5,0.03796863350366592
240.6,0.037587261952553984
240.7,0.03736838767120958
240.8,0.037394932721672054
240.9,0.037732145777095556
241.0,0.03842519438476682
241.1,0.039500633585758206
241.2,0.04096637594309807
241.3,0.042808384649899
241.4,0.04498639754832745
241.5,0.047431039843347074
241.6,0.050045792252866025
241.7,0.05271507341113329
241.8,0.055318766215510365
241.9,0.05774773324362159
242.0,0.0599180833442688
242.1,0.061779663655833005
242.2,0.06331707864848256
242.3,0.06454238698834776
242.4,0.06548196388552308
242.5,0.06616230443742156
242.6,0.06659886411753417
242.7,0.06679313152673363
242.8,0.0667373539517498
242.9,0.06642714551484347
243.0,0.06587581370838046
243.1,0.06512539901875378
243.2,0.06424944232532144
243.3,0.06334633115422368
243.4,0.06252359443964482
243.5,0.061877531670259237
243.6,0.06147349142531991
243.7,0.06133118517812848
243.8,0.061418982657791374
243.9,0.061657978027442696
244.0,0.061935776925884485
244.1,0.062125628485515116
244.2,0.06210883427029967
244.3,0.06179474947675824
244.4,0.061135229355858564
244.5,0.06013119304370999
244.6,0.05883051554287791
244.7,0.05731799715005994
244.8,0.05570079714687467
244.9,0.054091309894520045
245.0,0.05259182924760104
245.1,0.05128193041384578
245.2,0.05021017774790168
245.3,0.04939052813177705
245.4,0.04880384954754353
245.5,0.048404404983150955
245.6,0.048130732206591365
245.7,0.04791935088266015
245.8,0.04771942878826618
245.9,0.04750474057246327
246.0,0.04727990189701795
246.1,0.04707882089187741
246.2,0.04695540688797712
246.3,0.046968544539974934
246.4,0.04716523966737628
246.5,0.047567821283272506
246.6,0.04816824694670677
246.7,0.04892998099733233
246.8,0.04979646659259439
246.9,0.05070195552884459
247.0,0.05158138895451665
247.1,0.052375402665678264
247.2,0.053030736721036434
247.3,0.05349834721666932
247.4,0.05373275689638376
247.5,0.05369419314223051
247.6,0.05335524172068715
247.7,0.05270897913910389
247.8,0.05177518680505156
247.9,0.050601769692925215
248.0,0.04925924152728796
248.1,0.047830184689443105
248.2,0.04639688184239745
248.3,0.04503135529280662
248.4,0.04379224992069126
248.5,0.04272851971448422
248.6,0.04188866908517361
248.7,0.04133053367337942
248.8,0.041125226640257834
248.9,0.04135089453632355
249.0,0.04207495399707556
249.1,0.04332930503987431
249.2,0.045087802238652705
249.3,0.0472545457291317
249.4,0.04966974569682241
249.5,0.052133230282083755
249.6,0.05443840366311908
249.7,0.0564086518383944
249.8,0.057924417179424766
249.9,0.0589357066743493
250.0,0.05945843536471367
250.1,0.05955836144477606
250.2,0.059329506544157265
250.3,0.05887215640487552
250.4,0.05827521746429085
250.5,0.05760435800117254
250.6,0.056895144586708545
250.7,0.05615058439447403
250.8,0.05534400249607801
250.9,0.05442826319408655
251.0,0.053351225495513674
251.1,0.05207471527999163
251.2,0.05059218869804621
251.3,0.04893903248988748
251.4,0.04719089555355906
251.5,0.04545016165915489
251.6,0.04382466944976568
251.7,0.04240459417020679
251.8,0.04124580331095099
251.9,0.04036413198866486
252.0,0.03974096769713402
252.1,0.03933759682305693
252.2,0.03911259829785347
252.3,0.03903676956883192
252.4,0.03910147874905229
252.5,0.03931764557511807
252.6,0.03970776890048861
252.7,0.04029293890262962
252.8,0.04107950960942745
252.9,0.042050017434804444
253.0,0.043161013216373924
253.1,0.04434969598040343
253.2,0.045547310349669454
253.3,0.04669605065538168
253.4,0.04776146927465916
253.5,0.048737032348637584
253.6,0.049640403275592326
253.7,0.05050053484296799
253.8,0.05134363242049098
253.9,0.05218226419539571
254.0,0.05301230404579997
254.1,0.053818746075657606
254.2,0.054588062999185324
254.3,0.05532321203690887
254.4,0.05605488434239268
254.5,0.05684529144338608
254.6,0.0577809919839263
254.7,0.058955508063139914
254.8,0.06044561751798749
254.9,0.062287865999425644
255.0,0.06446458011856915
255.1,0.06690134981299996
255.2,0.06948045572645187
255.3,0.07206336806226969
255.4,0.07451848051644802
255.5,0.07674370903718948
255.6,0.07868299631243349
255.7,0.0803327257414019
255.8,0.08174435895560861
255.9,0.08302178830724001
256.0,0.08431298471929193
256.1,0.08579517162050128
256.2,0.08764814002634526
256.3,0.09001939130115509
256.4,0.0929871219484949
256.5,0.09652878316185594
256.6,0.10051296844943047
256.7,0.10471007361485839
256.8,0.10883140000431418
256.9,0.11258258428816795
257.0,0.11572207350063801
257.1,0.11811317611728787
257.2,0.11975648158410072
257.3,0.12079157870237946
257.4,0.12146457615601301
257.5,0.12206363310589313
257.6,0.12283355945662379
257.7,0.12389888816041231
257.8,0.12521639983889937
257.9,0.12658326513021467
258.0,0.12770074481759905
258.1,0.1282752648296034
258.2,0.12812221867678641
258.3,0.12723116617181898
258.4,0.12576673258437396
258.5,0.12400384950785638
258.6,0.12222235392512441
258.7,0.12060278614739657
258.8,0.11916139090634466
258.9,0.11775205553241133
259.0,0.11612596388642907
259.1,0.11402619744461417
259.2,0.11128039820524335
259.3,0.10786330990652919
259.4,0.10391173396961689
259.5,0.09969788454202294
259.6,0.09556906519515394
259.7,0.0918761461481452
259.8,0.08890131217717766
259.9,0.08680022697485805
260.0,0.08557059270091295
260.1,0.08505664575663685
260.2,0.08498853976905585
260.3,0.08505257957841397
260.4,0.08496821886855126
260.5,0.08455606624838591
260.6,0.08376754737266064
260.7,0.08268226742093325
260.8,0.08147312388786078
260.9,0.08035903101722718
261.0,0.07955889306220651
261.1,0.0792587551600635
261.2,0.07959039345517159
261.3,0.080620685090096
261.4,0.08234758198981046
261.5,0.0846994814532745
261.6,0.08754233946767091
261.7,0.09068973125255941
261.8,0.09391900607605934
261.9,0.09698995970472336
262.0,0.09966523522892118
262.1,0.10173303171910644
262.2,0.10303405889128446
262.3,0.10349372685205936
262.4,0.10315227777804493
262.5,0.10219148082547545
262.6,0.10094302424250841
262.7,0.09987931401752115
262.8,0.09957662850985766
262.9,0.10065450541966081
263.0,0.10369507760366678
263.1,0.10915544543591023
263.2,0.11728604353435994
263.3,0.12807063715795397
263.4,0.14120623109012245
263.5,0.15612400995710493
263.6,0.172053847595973
263.7,0.18811685007398843
263.8,0.20342303388144137
263.9,0.21716303973038795
264.0,0.22867414051415563
264.1,0.237486357962569
264.2,0.24335291402087686
264.3,0.24627241000369549
264.4,0.24650623023742677
264.5,0.2445771233936548
264.6,0.24123265683818937
264.7,0.23736862861569286
264.8,0.2339051339340663
264.9,0.2316422108422315
265.0,0.23112689518440127
265.1,0.23255925891411783
265.2,0.23577054064921615
265.3,0.24027562634554625
265.4,0.24538101781799196
265.5,0.25032913710963967
265.6,0.2544403430112827
265.7,0.2572204100425565
265.8,0.2584231396040833
265.9,0.25805904181746125
266.0,0.2563581804471052
266.1,0.2537028561708462
266.2,0.2505498196913731
266.3,0.24735221510120628
266.4,0.24450046544401288
266.5,0.24228170084786654
266.6,0.24086648100471136
266.7,0.2403156886911821
266.8,0.24059945198372484
266.9,0.24161602651127814
267.0,0.24320675139827014
267.1,0.24516358218447087
267.2,0.2472336865055394
267.3,0.24913698760398031
267.4,0.25059961289103627
267.5,0.25140209863937973
267.6,0.25143493777406933
267.7,0.2507280721529281
267.8,0.24945206146790028
267.9,0.24787212643958328
268.0,0.24627194044503092
268.1,0.2448768316995728
268.2,0.24379838532500625
268.3,0.2430179288714576
268.4,0.24241952131121994
268.5,0.24184558075458887
268.6,0.2411610141747093
268.7,0.24029956384682893
268.8,0.2392769549909055
268.9,0.23818328292687538
269.0,0.23715050363008977
269.1,0.2363219323993385
269.2,0.23583918612973093
269.3,0.2358366884772599
269.4,0.23644849344535232
269.5,0.23780773590132595
269.6,0.24002073591556908
269.7,0.24312774565530537
269.8,0.24705801162133456
269.9,0.25159989273386835
270.0,0.2564051063417315
270.1,0.26103578399491667
270.2,0.2650395109154248
270.3,0.2680314488105142
270.4,0.2697636307428575
270.5,0.27015620176764965
270.6,0.26928744830394385
270.7,0.2673460030569649
270.8,0.26455615521861436
270.9,0.26110273107175114
271.0,0.25707757429304123
271.1,0.2524632812400663
271.2,0.2471584272412813
271.3,0.2410382495604515
271.4,0.2340351417404902
271.5,0.22621119542182805
271.6,0.21780380747653486
271.7,0.20923441180135846
271.8,0.20106797738525392
271.9,0.1939356210452199
272.0,0.1884360500597906
272.1,0.1850390029245043
272.2,0.18400566415356517
272.3,0.18535059006557464
272.4,0.18883740283067108
272.5,0.19400216849765897
272.6,0.200202860503546
272.7,0.20667183035665512
272.8,0.2125874003470552
272.9,0.21715617618139743
273.0,0.21970559000227333
273.1,0.21977354613070607
273.2,0.2171739894388211
273.3,0.21202045321734309
273.4,0.20469752599376678
273.5,0.19578317454050662
273.6,0.18594951713752628
273.7,0.17586454594290732
273.8,0.1661115027710831
273.9,0.15714448082251312
274.0,0.14927361859983446
274.1,0.14268020571000695
274.2,0.13743983110741495
274.3,0.1335617361062014
274.4,0.13101796697991014
274.5,0.12977093905415654
274.6,0.12978727370131732
274.7,0.13103521077257038
274.8,0.13346971259855747
274.9,0.13701324205596685
275.0,0.14154984812648178
275.1,0.14693477686348913
275.2,0.1530218456631625
275.3,0.1597011877886045
275.4,0.16691560699822783
275.5,0.1746470702411914
275.6,0.18287412767807365
275.7,0.19151443670220852
275.8,0.2003859384296751
275.9,0.2092096450794554
276.0,0.21765179035653592
276.1,0.22538852864151834
276.2,0.23216996480936766
276.3,0.23785561090389132
276.4,0.24241779293570995
276.5,0.24592171961553813
276.6,0.24849117459984185
276.7,0.25026946319680093
276.8,0.25137733191747663
276.9,0.2518754237638664
277.0,0.25173063984542365
277.1,0.2508060388724649
277.2,0.24888301631011248
277.3,0.24571851061049224
277.4,0.2411253476974225
277.5,0.2350505773385167
277.6,0.22762831348086118
277.7,0.2191799940068722
277.8,0.21016535681159376
277.9,0.20108818838904977
278.0,0.19239384015605093
278.1,0.18437450747988227
278.2,0.17712121480719925
278.3,0.1705204088660574
278.4,0.16430340219422937
278.5,0.15812703732341052
278.6,0.15166377210854529
278.7,0.14468320310448288
278.8,0.13710243822101353
278.9,0.1290017120461178
279.0,0.1206009878376174
279.1,0.11221205254878044
279.2,0.10417743423948884
279.3,0.09681080808827877
279.4,0.09035721378378153
279.5,0.08497310427678466
279.6,0.08073083156406999
279.7,0.07764170501602649
279.8,0.0756854736664188
279.9,0.07484267580719232
280.0,0.07511576912837863
280.1,0.07653811227638126
280.2,0.07916840008427023
280.3,0.08307259055850148
280.4,0.08829943787531018
280.5,0.09485659484186768
280.6,0.10269621642743826
280.7,0.11171186267431497
280.8,0.12175092701651574
280.9,0.13263776454166532
281.0,0.1441930038399017
281.1,0.15624891256187795
281.2,0.16865003681779503
281.3,0.18124375006045101
281.4,0.19386938330168724
281.5,0.20634888389214637
281.6,0.21848922325825454
281.7,0.23009494510823605
281.8,0.24098387067085147
281.9,0.2510110761591196
282.0,0.26008372882599595
282.1,0.2681756732548034
282.2,0.27533430489883304
282.3,0.28167639400641203
282.4,0.2873726900910723
282.5,0.292610327266556
282.6,0.29754840599527
282.7,0.30227136691195605
282.8,0.306751176365279
282.9,0.3108465671314752
283.0,0.31433376953035713
283.1,0.316968812868551
283.2,0.3185587884598017
283.3,0.31901555914371016
283.4,0.3183699459517694
283.5,0.3167394983998776
283.6,0.3142625464724922
283.7,0.31102271157434463
283.8,0.30699529691780086
283.9,0.3020324015141344
284.0,0.29588936531788945
284.1,0.2882784687550092
284.2,0.2789356100532031
284.3,0.26768023891064285
284.4,0.2544696454700732
284.5,0.23944217969717146
284.6,0.22295662437410116
284.7,0.20561447415955425
284.8,0.18826324248062254
284.9,0.17195560992898107
285.0,0.15786560304395914
285.1,0.14716104419614792
285.2,0.14085131467398404
285.3,0.13964473872765182
285.4,0.14383763784631848
285.5,0.15326225969941734
285.6,0.167305330699203
285.7,0.18498606268272758
285.8,0.2050805659767294
285.9,0.22627034982295274
286.0,0.24729085277529717
286.1,0.26706155041234014
286.2,0.2847849423000705
286.3,0.30000244945419074
286.4,0.31260094819898127
286.5,0.32276785238526107
286.6,0.330900588474226
286.7,0.3374744397499001
286.8,0.34290070963060854
286.9,0.3474038371674013
287.0,0.3509500740800893
287.1,0.3532514110669291
287.2,0.3538465916601741
287.3,0.35224414778778795
287.4,0.34808821392569306
287.5,0.34131108371070384
287.6,0.33224076884654047
287.7,0.3216366555905056
287.8,0.3106463053563452
287.9,0.30067104104886533
288.0,0.2931623783969307
288.1,0.2893714015139079
288.2,0.29010519182868716
288.3,0.2955612337268507
288.4,0.3052861733130705
288.5,0.3182978337296248
288.6,0.3333271177935255
288.7,0.3491191349690401
288.8,0.36470834276390435
288.9,0.3795906649564076
289.0,0.3937525842513764
289.1,0.40757219527988076
289.2,0.4216360667294455
289.3,0.43653005795429345
289.4,0.45266364409114124
289.5,0.470159629716686
289.6,0.4888224086800039
289.7,0.5081734407582486
289.8,0.5275344834275972
289.9,0.5461328429383815
290.0,0.5631976138601017
290.1,0.5780541802603233
290.2,0.5901891946313632
290.3,0.5992987126487124
290.4,0.6053218315545166
290.5,0.6084426183452832
290.6,0.6090661922518193
290.7,0.607760619352144
290.8,0.6051570564256954
290.9,0.6018434308829427
291.0,0.5982672820842612
291.1,0.5946737296431612
291.2,0.5911184412379181
291.3,0.5875180752008772
291.4,0.5837374985427438
291.5,0.579662198893025
291.6,0.5752300246676302
291.7,0.5704186768252981
291.8,0.5652035684751033
291.9,0.5595272735914314
292.0,0.5533227352007388
292.1,0.5465718503179157
292.2,0.5394068146929503
292.3,0.53218866898584
292.4,0.5255305069533527
292.5,0.5202234650110029
292.6,0.5170624260530126
292.7,0.5166265057719326
292.8,0.5190698193158376
292.9,0.5239869477356244
293.0,0.530419531787535
293.1,0.5370255528270363
293.2,0.5423606384113312
293.3,0.5452209500211954
293.4,0.5449394246252668
293.5,0.5415496306727564
293.6,0.5357598224795794
293.7,0.5287565448192502
293.8,0.5218732044305814
293.9,0.516237331554501
294.0,0.5125057988002897
294.1,0.5107534757984198
294.2,0.5105373988878429
294.3,0.5111234380730438
294.4,0.5117756550581181
294.5,0.512020035366497
294.6,0.5118028095357835
294.7,0.5114810919162904
294.8,0.5116744002269411
294.9,0.5130283876221157
295.0,0.5159824710963535
295.1,0.5206371062320412
295.2,0.5267414687774241
295.3,0.5338055193176794
295.4,0.5412488833434105
295.5,0.5485186705130124
295.6,0.5551350218431341
295.7,0.5606465915510345
295.8,0.5645421201664961
295.9,0.5662122204490185
296.0,0.5649746436402154
296.1,0.5602054861434245
296.2,0.5515449361436641
296.3,0.5391028004341721
296.4,0.5235925384386134
296.5,0.5063317017979145
296.6,0.48908757944755193
296.7,0.47381669246482017
296.8,0.4623422072662783
296.9,0.45606091101984503
297.0,0.45573436793577793
297.1,0.4613789226518476
297.2,0.4722420824315715
297.3,0.48686189135875585
297.4,0.503201324021659
297.5,0.5188570393065226
297.6,0.5313750337168658
297.7,0.5386223120423984
297.8,0.539184563585465
297.9,0.5326786684382235
298.0,0.5199047046120358
298.1,0.5027538446049428
298.2,0.4838912534439397
298.3,0.4662589659277439
298.4,0.45251564319631576
298.5,0.44453485429308054
298.6,0.44308233950322745
298.7,0.44773272862971425
298.8,0.4570315786949801
298.9,0.4688683333985353
299.0,0.480941296091584
299.1,0.491203041137495
299.2,0.49817632698695186
299.3,0.5010780996278358
299.4,0.4997475801752794
299.5,0.4944852861746013
299.6,0.485867286182338
299.7,0.47463246572430967
299.8,0.4616607177942431
299.9,0.4479924145524358
300.0,0.434808426105988
300.1,0.42333553940502766
300.2,0.41466401971561434
300.3,0.4095448312109184
300.4,0.4082666725447655
300.5,0.4106361854534554
300.6,0.4160873519339955
300.7,0.4238404448473585
300.8,0.4330420163441813
300.9,0.44282702946763514
301.0,0.4523178790736568
301.1,0.4605915327150392
301.2,0.46670047095974926
301.3,0.469776799536531
301.4,0.4692160765567768
301.5,0.46489941376286387
301.6,0.45735108838968874
301.7,0.4477945505236781
301.8,0.43802494292066574
301.9,0.4301288044549799
302.0,0.4261059155447137
302.1,0.42749845670343156
302.2,0.43510516720077036
302.3,0.4488742357338703
302.4,0.4679734844618118
302.5,0.4910029392121232
302.6,0.5162769842851317
302.7,0.5420829693908179
302.8,0.5668783643442714
302.9,0.5893865590238714
303.0,0.6086158155582369
303.1,0.6238379683459532
303.2,0.6345658053147948
303.3,0.640559312052902
303.4,0.6418992426599692
303.5,0.6390467636882543
303.6,0.6328854546665311
303.7,0.6246770496983027
303.8,0.6159027366237902
303.9,0.6080185669087458
304.0,0.6021981175150538
304.1,0.5991364851254118
304.2,0.5989724493017221
304.3,0.6013706052889501
304.4,0.6057057207393193
304.5,0.6112764348577344
304.6,0.6174694440846205
304.7,0.6238005535119366
304.8,0.6298406164921045
304.9,0.6350704709824884
305.0,0.6387796447517788
305.1,0.6400847780646194
305.2,0.6381072966877879
305.3,0.6322603521966826
305.4,0.622547401342324
305.5,0.6097183992462837
305.6,0.5952141017505813
305.7,0.5808748691113865
305.8,0.5692598460036028
305.9,0.5596666226180972
306.0,0.5541586844968898
306.1,0.5528677128735602
306.2,0.5546674912723804
306.3,0.5587355277487135
306.4,0.5641663233756995
306.5,0.5703962778779376
306.6,0.5772300748321902
306.7,0.5847040900490462
306.8,0.5928558182874012
306.9,0.6015413148400426
307.0,0.6103665800249648
307.1,0.6187625686843801
307.2,0.6261366478305638
307.3,0.6320560242433299
307.4,0.6363456724281156
307.5,0.6391001734886956
307.6,0.6406182266793895
307.7,0.641294590968554
307.8,0.6415159129493201
307.9,0.6415843186551976
308.0,0.6416790795899499
308.1,0.6418083381006324
308.2,0.6417713928252804
308.3,0.6411392669566834
308.4,0.639274769387033
308.5,0.6354273355675543
308.6,0.6289009596700502
308.7,0.6192614697701705
308.8,0.6065049195770109
308.9,0.591141329725163
309.0,0.5741333853924644
309.1,0.5567125191626394
309.2,0.540124260369959
309.3,0.5254014382642579
309.4,0.5132386200259101
309.5,0.5040120320419371
